listing_id,host_id,host_since,city,neighbourhood,property_type,room_type,price_per_night,minimum_nights,number_of_reviews,last_review_date,review_score,availability_365,instant_bookable,host_is_superhost,cancellation_policy,description
910,1928,2016-09-09,Eldoret,Westlands,Loft,Entire home/apt,3733,1,112,2022-10-12,4.89,230,Yes,1,,
911,1933,2017-08-05,Kisumu,Langata,Bungalow,Entire home/apt,3120$,1,62,2023-11-28,3.89,291,No,0,,
912,2140,2019-04-18,Nakuru,Karen,Apartment,Shared room,"KES 5,035",30,183,2019-04-22,3.85,27,1,Yes,Flexible,Affordable stay $$$
913,1133,2022-10-13,Nakuru,Milimani,Apartment,Shared room,"KES 21,089",seven,276,2022-03-25,,294,1,False,,Spacious apartment with great view!!!
914,3105,2016-09-17,Nakuru,Langata,Apartment,Shared room,4382,1,161,2018-05-07,3.95,332,Y,True,flexible,
915,4627,2022-12-03,Nakuru,Nyali,Loft,Hotel room,18054,2,242,2016-02-12,4.16,359,0,Yes,,
916,1684,2017-05-26,Nakuru,Karen,Apartment,Entire home/apt,11245,14,144,2023-01-02,3.97,90,Y,1,moderate,Modern loft -- newly renovated
917,3719,2015-09-21,Eldoret,Westlands,Apartment,Private room,5397,14,145,2023-12-02,4.06,114,Y,N,,Modern loft -- newly renovated
918,3220,2019-08-27,Kisumu,Kilimani,Villa,Shared room,17361,2,80,2019-07-19,4.43,158,Y,0,Flexible,Spacious apartment with great view!!!
919,2852,2019-07-28,Nakuru,Milimani,Apartment,Hotel room,22006,seven,42,2015-03-22,,257,0,True,strict,Modern loft -- newly renovated
920,1814,2018-09-17,Mombasa,Nyali,House,Shared room,"KES 22,993",5,292,2024-03-02,4.64,337,True,True,super_strict_30,Affordable stay $$$
921,2172,2021-01-31,Mombasa,Karen,Bungalow,Entire home/apt,"KES 4,337",30,175,2024-02-09,4.6,89,Yes,Yes,moderate,Cozy place near city center
922,1079,2020-03-23,Kisumu,Milimani,Loft,Private room,10099,14,68,2015-09-19,4.72,244,True,0,strict,Modern loft -- newly renovated
923,3933,2019-08-31,Nairobi,CBD,Condo,Entire home/apt,17411,3,55,2021-07-23,3.55,297,Y,Yes,Strict ,Spacious apartment with great view!!!
924,4284,2015-09-13,Nairobi,Kilimani,Bungalow,Hotel room,23112,three,118,2024-03-07,3.57,30,0,N,moderate,
925,1202,2017-04-27,Nairobi,Karen,Villa,Shared room,22053,30,203,2016-05-23,4.68,316,N,N,Flexible,Spacious apartment with great view!!!
926,3811,2024-05-04,Mombasa,CBD,Loft,Entire home/apt,8221,seven,54,2017-04-29,4.3,357,0,False,strict,Affordable stay $$$
927,2252,2019-09-17,Nairobi,Langata,Loft,Hotel room,18563,3,37,2025-01-24,4.37,311,Yes,1,super_strict_30,Affordable stay $$$
928,2699,2019-05-15,Eldoret,Westlands,House,Shared room,6987,1,242,,2.2,227,True,True,super_strict_30,Affordable stay $$$
929,2250,2025-02-23,Nakuru,CBD,Bungalow,Private room,16621$,2,200,2022-10-18,,338,N,N,,Spacious apartment with great view!!!
930,2682,2023-08-20,Mombasa,Karen,Bungalow,Entire home/apt,1736,1,235,,3.88,127,False,N,strict,Modern loft -- newly renovated
931,2555,2021-07-20,Kisumu,Parklands,Apartment,Shared room,13129,7,14,2023-12-23,,269,N,Yes,Strict ,Spacious apartment with great view!!!
932,4512,2025-08-11,Kisumu,Karen,House,Shared room,13049,,143,2015-06-10,4.46,269,No,True,,
933,4473,2022-10-19,Nakuru,Parklands,Apartment,Shared room,24688,2,76,,,208,No,False,Flexible,Modern loft -- newly renovated
934,3094,2015-03-22,Mombasa,Langata,Apartment,Shared room,3923,3,262,2016-10-22,4.79,177,Yes,False,strict,Affordable stay $$$
935,2256,2024-08-10,Nairobi,Westlands,Loft,Entire home/apt,14406,three,184,,4.88,305,1,N,flexible,"Quiet neighborhood, perfect for families"
936,4376,2024-11-16,Nairobi,Parklands,Bungalow,Shared room,16488,,54,2023-06-12,4.25,190,True,Yes,strict,
937,2549,2023-08-02,Eldoret,Parklands,Apartment,Hotel room,2532,7,3,,4.32,356,False,True,strict,Affordable stay $$$
938,2166,2021-06-16,Eldoret,CBD,Villa,Entire home/apt,7839,5,298,2020-09-04,,67,1,False,Flexible,Modern loft -- newly renovated
939,4486,2019-04-08,Nairobi,CBD,Villa,Shared room,"KES 4,440",7,39,2025-11-01,4.75,326,No,No,super_strict_30,
940,4584,2020-05-07,Kisumu,Westlands,Bungalow,Entire home/apt,23293,,229,2019-09-29,4.31,266,N,Y,,Luxury villa with pool & gym access
941,2396,2015-01-25,Kisumu,CBD,Villa,Hotel room,13762,14,285,2022-05-19,4.28,269,Yes,Y,Strict ,
942,4637,2025-07-28,Eldoret,Milimani,Loft,Hotel room,"KES 21,016",30,137,,,361,False,Y,,
943,4957,2018-12-11,Nakuru,Westlands,House,Entire home/apt,"KES 24,964",seven,102,2025-08-11,4.86,359,0,True,strict,Affordable stay $$$
944,4330,2018-05-08,Nairobi,Kilimani,Condo,Shared room,13152,1,6,2025-02-22,,127,N,True,moderate,Luxury villa with pool & gym access
945,3703,2023-06-14,Eldoret,Parklands,Apartment,Shared room,6442,5,163,2022-05-23,4.68,263,1,False,super_strict_30,
946,1470,2019-05-17,Eldoret,Karen,Condo,Hotel room,8461,seven,275,2016-07-26,,220,No,1,super_strict_30,Luxury villa with pool & gym access
947,4018,2024-07-27,Nairobi,Kilimani,House,Shared room,9230,7,48,2022-10-18,4.7,241,0,No,strict,Affordable stay $$$
948,2035,2024-12-31,Nairobi,Parklands,House,Hotel room,2133,three,95,2025-03-19,2.7,243,Y,Yes,Flexible,Luxury villa with pool & gym access
949,2353,2025-09-10,Kisumu,Milimani,Loft,Shared room,8322,1,58,2018-12-13,4.29,18,Yes,False,moderate,
950,3783,2024-05-16,Nakuru,Parklands,Villa,Hotel room,21987,5,230,2020-09-22,4.76,154,No,True,strict,Spacious apartment with great view!!!
951,3831,2019-09-13,Nakuru,Parklands,Villa,Private room,7987,seven,176,2016-02-10,,228,N,0,moderate,Spacious apartment with great view!!!
952,1967,2021-01-13,Nairobi,Parklands,House,Shared room,"KES 16,631",1,89,2015-07-03,3.67,57,True,N,super_strict_30,Affordable stay $$$
953,1357,2023-05-20,Mombasa,Langata,Loft,Shared room,21330,1,281,2017-02-09,4.69,280,Y,0,moderate,Modern loft -- newly renovated
954,4019,2023-03-29,Eldoret,Milimani,Loft,Shared room,7238,5,35,,2.5,44,True,Yes,,Modern loft -- newly renovated
955,4479,2021-02-14,Eldoret,Nyali,Bungalow,Entire home/apt,4598,3,170,2017-05-31,4.4,101,Yes,True,strict,Luxury villa with pool & gym access
956,1667,2023-12-21,Nairobi,Nyali,Apartment,Shared room,9597,30,125,2021-10-02,4.42,47,1,False,flexible,Affordable stay $$$
957,1372,2021-10-06,Mombasa,Nyali,Villa,Entire home/apt,14636,3,298,2021-08-20,2.6,49,True,N,flexible,"Quiet neighborhood, perfect for families"
958,2031,2025-01-25,Kisumu,Westlands,House,Entire home/apt,6976,1,203,2016-06-10,4.21,80,N,True,moderate,Affordable stay $$$
959,2145,2017-06-22,Nairobi,CBD,Bungalow,Hotel room,9753,,288,2019-09-25,4.52,299,False,N,Flexible,Modern loft -- newly renovated
960,2371,2020-06-22,Nairobi,Milimani,Condo,Entire home/apt,23065,2,96,,4.45,58,0,1,strict,Cozy place near city center
961,3723,2017-06-17,Eldoret,Kilimani,Villa,Entire home/apt,19701,,237,2019-04-13,4.14,160,True,Y,Strict ,Cozy place near city center
962,1089,2018-01-22,Nairobi,Langata,Apartment,Private room,6387,5,172,2016-10-30,4.85,102,No,False,flexible,Affordable stay $$$
963,4719,2019-11-21,Nairobi,Kilimani,Loft,Shared room,"KES 20,482",1,,2015-12-08,,333,0,True,super_strict_30,
964,3745,2020-06-12,Nairobi,Kilimani,House,Entire home/apt,13143,1,87,2022-08-03,4.28,273,1,Yes,,"Quiet neighborhood, perfect for families"
965,4387,2015-04-29,Eldoret,Kilimani,Villa,Shared room,10992,three,16,2022-10-15,,182,False,0,strict,Spacious apartment with great view!!!
966,4249,2019-05-12,Kisumu,Langata,Condo,Entire home/apt,"KES 4,153",30,139,,3.5,115,Yes,0,strict,Affordable stay $$$
967,1539,2018-10-08,Kisumu,Nyali,Apartment,Hotel room,"KES 2,954",three,253,2022-01-22,3.59,361,0,Yes,,Cozy place near city center
968,3779,2022-07-02,Nairobi,Kilimani,Apartment,Private room,19022,5,277,2022-02-06,4.8,266,0,1,flexible,
969,1868,2022-08-13,Eldoret,Langata,Bungalow,Entire home/apt,7307,14,150,2017-02-28,3.77,163,1,Y,,Luxury villa with pool & gym access
970,1040,2023-12-14,Kisumu,Langata,Villa,Shared room,"KES 4,692",3,139,2021-04-27,4.29,142,No,Y,,Spacious apartment with great view!!!
971,1739,2019-07-15,Kisumu,CBD,Condo,Hotel room,14312,three,113,2024-03-14,4.4,317,Y,No,Strict ,Luxury villa with pool & gym access
972,4775,2023-02-14,Kisumu,Langata,Apartment,Shared room,24000,5,67,2016-11-02,3.82,303,No,False,,
973,2946,2016-11-07,Eldoret,Nyali,House,Hotel room,17275,3,178,2016-09-20,4.29,93,0,Yes,super_strict_30,Affordable stay $$$
974,3549,2024-06-04,Eldoret,Kilimani,Apartment,Private room,11902,5,124,2023-11-01,3.86,249,No,1,Strict ,
975,4006,2020-03-29,Nairobi,Langata,Condo,Hotel room,"KES 14,574",14,232,2015-04-17,4.64,342,True,True,super_strict_30,Luxury villa with pool & gym access
976,4216,2025-04-24,Nakuru,Westlands,Loft,Shared room,16745,30,146,2017-10-10,4.35,305,1,No,flexible,Affordable stay $$$
977,2224,2016-06-06,Kisumu,Langata,Loft,Shared room,5259$,30,110,,4.78,315,No,True,strict,Modern loft -- newly renovated
978,1928,2021-12-23,Nakuru,Karen,Bungalow,Entire home/apt,20913,5,237,,4.84,239,No,False,super_strict_30,Cozy place near city center
979,3036,2020-12-27,Eldoret,Karen,Villa,Hotel room,17183,three,2,,4.47,58,0,Yes,strict,Spacious apartment with great view!!!
980,4795,2015-04-21,Eldoret,Karen,Condo,Shared room,"KES 13,960",30,210,2015-09-28,4.59,14,0,True,moderate,Modern loft -- newly renovated
981,3508,2025-03-03,Eldoret,Langata,Bungalow,Entire home/apt,22979,2,24,2015-12-31,,284,True,True,moderate,"Quiet neighborhood, perfect for families"
982,3779,2019-06-02,Nakuru,Nyali,Apartment,Private room,"KES 17,947",three,183,2018-09-28,4.32,202,1,N,flexible,Cozy place near city center
983,3799,2021-08-21,Eldoret,Kilimani,Apartment,Shared room,16960,seven,60,2016-08-22,4.08,236,Yes,Y,flexible,Modern loft -- newly renovated
984,1924,2021-04-30,Nairobi,Milimani,Loft,Entire home/apt,19229,7,122,2017-07-13,4.47,295,No,Yes,Flexible,
985,3956,2022-06-08,Eldoret,Milimani,Bungalow,Shared room,"KES 18,858",5,54,2016-02-06,4.86,286,True,No,flexible,Modern loft -- newly renovated
986,2581,2015-04-22,Mombasa,Milimani,Loft,Hotel room,22045,5,162,2025-11-12,4.13,72,N,True,moderate,Spacious apartment with great view!!!
987,4618,2015-12-10,Nakuru,Nyali,House,Entire home/apt,23846,5,186,2025-09-03,3.97,213,0,Y,super_strict_30,Modern loft -- newly renovated
988,4324,2022-03-17,Mombasa,CBD,Loft,Hotel room,11314,14,38,,4.08,10,False,Yes,,
989,1389,2019-10-22,Eldoret,Parklands,House,Private room,"KES 15,390",5,184,2016-12-20,4.15,336,False,False,,
990,2617,2016-07-09,Nairobi,Westlands,Apartment,Hotel room,"KES 24,480",30,82,2024-10-26,2.2,224,0,N,,"Quiet neighborhood, perfect for families"
991,3930,2024-09-20,Kisumu,Westlands,Bungalow,Entire home/apt,21214,30,194,2024-03-18,,317,Y,Y,Strict ,
992,1255,2020-03-06,Eldoret,Karen,House,Shared room,3240,7,33,2016-01-27,4.25,202,Yes,No,,Spacious apartment with great view!!!
993,1708,2017-01-14,Nairobi,Karen,Bungalow,Entire home/apt,"KES 12,718",7,112,2022-11-09,4.24,230,False,Y,flexible,Luxury villa with pool & gym access
994,2838,2015-07-25,Nakuru,Langata,Bungalow,Hotel room,7555,,229,2018-03-01,4.38,50,Yes,False,,Spacious apartment with great view!!!
995,2944,2017-12-01,Mombasa,Milimani,House,Hotel room,"KES 24,205",three,282,2021-10-24,4.04,56,Y,No,Strict ,"Quiet neighborhood, perfect for families"
996,3497,2019-04-02,Mombasa,Langata,Villa,Shared room,"KES 3,454",30,286,,4.42,131,Yes,Y,Strict ,Affordable stay $$$
997,1009,2018-09-02,Mombasa,Parklands,Loft,Private room,18163,30,154,,4.82,279,1,True,moderate,"Quiet neighborhood, perfect for families"
998,3871,2017-05-16,Nakuru,Milimani,House,Entire home/apt,20275,14,164,2023-06-07,4.93,296,Y,0,Flexible,Cozy place near city center
999,1797,2020-02-06,Nairobi,Karen,Apartment,Shared room,10732,30,181,2018-11-14,4.38,304,True,N,super_strict_30,Luxury villa with pool & gym access
1000,4313,2018-08-31,Nakuru,Kilimani,Bungalow,Shared room,"KES 7,939",30,238,2022-08-08,3.56,224,Y,N,moderate,
1001,4322,2018-10-14,Mombasa,CBD,Condo,Shared room,2461,,136,2020-12-17,4.95,173,Yes,False,flexible,Luxury villa with pool & gym access
1002,1876,2023-07-15,Eldoret,Langata,House,Entire home/apt,24711,2,265,2024-11-21,4.56,291,No,No,moderate,Modern loft -- newly renovated
1003,2028,2024-11-12,Kisumu,CBD,Loft,Entire home/apt,19101,,186,2020-05-07,4.0,265,False,False,moderate,Spacious apartment with great view!!!
1004,4190,2019-04-02,Nakuru,CBD,Bungalow,Entire home/apt,"KES 7,507",2,39,2017-11-27,3.72,246,No,Yes,moderate,Affordable stay $$$
1005,2015,2018-02-13,Nakuru,CBD,Villa,Private room,22014,,166,,,77,Y,True,flexible,"Quiet neighborhood, perfect for families"
1006,2824,2023-06-08,Nairobi,Karen,Apartment,Shared room,19276$,30,259,2016-09-28,3.72,134,No,1,flexible,Affordable stay $$$
1007,1373,2025-09-01,Nairobi,Westlands,Villa,Hotel room,3576,,142,2016-08-07,3.75,139,Y,1,moderate,Modern loft -- newly renovated
1008,4136,2024-04-30,Nakuru,Karen,Condo,Hotel room,22200,30,203,2023-04-01,,341,1,Y,moderate,Spacious apartment with great view!!!
1009,3193,2019-09-23,Mombasa,CBD,House,Shared room,7696,30,175,2025-04-19,2.1,252,No,True,Strict ,Cozy place near city center
1010,1223,2017-10-30,Kisumu,Karen,Bungalow,Hotel room,17792,7,261,2025-12-05,4.85,175,N,1,super_strict_30,Spacious apartment with great view!!!
1011,2262,2024-05-12,Nairobi,CBD,House,Private room,11815$,1,251,2023-09-20,4.31,59,N,Y,Strict ,Luxury villa with pool & gym access
1012,3224,2015-12-02,Mombasa,Nyali,Loft,Private room,"KES 22,473",2,199,2021-10-29,4.55,351,True,Yes,Flexible,Cozy place near city center
1013,2802,2020-04-10,Eldoret,Milimani,House,Entire home/apt,13285$,seven,198,2020-02-19,4.74,253,True,N,super_strict_30,Affordable stay $$$
1014,1852,2015-03-21,Nairobi,Westlands,Apartment,Entire home/apt,"KES 9,642",three,195,,4.69,7,False,N,Flexible,
1015,4353,2023-05-27,Mombasa,Nyali,Condo,Entire home/apt,7760,three,76,2023-12-15,4.6,106,False,No,super_strict_30,Modern loft -- newly renovated
1016,1062,2021-01-18,Mombasa,Kilimani,Villa,Entire home/apt,17034,,18,2018-03-20,4.95,170,True,N,moderate,Modern loft -- newly renovated
1017,2240,2015-08-02,Kisumu,Karen,Condo,Entire home/apt,6341,1,61,2019-10-19,,57,Yes,0,Strict ,"Quiet neighborhood, perfect for families"
1018,4925,2025-09-04,Kisumu,Kilimani,Bungalow,Hotel room,"KES 14,884",14,280,2023-01-21,,336,False,1,super_strict_30,Affordable stay $$$
1019,3874,2018-12-04,Eldoret,Langata,House,Hotel room,18943,seven,249,2024-02-17,4.16,341,N,Yes,Flexible,Cozy place near city center
1020,3842,2017-07-07,Mombasa,Karen,Bungalow,Entire home/apt,3422,three,226,2022-02-16,4.93,289,No,No,super_strict_30,Spacious apartment with great view!!!
1021,1688,2022-04-16,Mombasa,Parklands,Villa,Private room,13491,3,126,2025-08-16,4.58,83,Y,1,flexible,Spacious apartment with great view!!!
1022,2484,2015-10-09,Kisumu,Parklands,Bungalow,Hotel room,7601,5,57,2023-08-23,3.61,116,True,0,super_strict_30,Modern loft -- newly renovated
1023,2633,2023-10-05,Nairobi,Milimani,Loft,Private room,22476,3,203,2016-01-05,4.0,199,False,True,,Spacious apartment with great view!!!
1024,3152,2025-09-26,Nairobi,Nyali,Condo,Private room,24233,14,242,2015-11-11,4.1,21,False,False,moderate,Affordable stay $$$
1025,4170,2022-04-23,Nakuru,Milimani,Villa,Shared room,3973,seven,251,2025-08-06,4.86,218,N,Yes,strict,
1026,1510,2015-06-14,Kisumu,Langata,Villa,Shared room,9608,three,198,,4.06,225,No,True,flexible,
1027,1384,2023-06-17,Nakuru,CBD,Villa,Entire home/apt,16950,,239,2015-12-13,3.8,270,Y,Y,strict,Luxury villa with pool & gym access
1028,1404,2015-05-08,Kisumu,Milimani,Apartment,Private room,"KES 11,543",5,138,2021-03-19,,101,Y,No,moderate,Modern loft -- newly renovated
1029,3870,2025-08-25,Eldoret,Milimani,Condo,Hotel room,24632,2,121,2024-01-24,3.52,144,False,0,,"Quiet neighborhood, perfect for families"
1030,1517,2017-10-09,Mombasa,Parklands,Bungalow,Shared room,17710,three,48,2025-10-16,4.0,146,True,False,strict,Modern loft -- newly renovated
1031,1475,2017-03-27,Eldoret,CBD,Villa,Shared room,6049$,three,114,2022-08-05,2.2,260,Yes,N,super_strict_30,"Quiet neighborhood, perfect for families"
1032,3000,2024-05-30,Kisumu,Parklands,Condo,Private room,"KES 2,094",14,250,2023-03-13,4.28,278,False,Yes,strict,"Quiet neighborhood, perfect for families"
1033,3756,2015-03-25,Mombasa,Karen,Villa,Shared room,"KES 23,336",three,6,,4.73,338,0,0,Strict ,"Quiet neighborhood, perfect for families"
1034,4934,2021-12-19,Nairobi,CBD,Loft,Shared room,18390,seven,218,2022-09-07,,13,False,1,moderate,"Quiet neighborhood, perfect for families"
1035,2668,2016-09-16,Nairobi,Nyali,Loft,Hotel room,6389,1,76,2024-12-16,3.81,265,True,Y,Strict ,Cozy place near city center
1036,2893,2017-09-04,Nakuru,Milimani,Loft,Private room,"KES 9,712",seven,178,2016-05-25,4.29,286,0,1,strict,Affordable stay $$$
1037,3818,2016-06-01,Kisumu,Parklands,House,Shared room,19283,2,144,2021-11-29,3.81,140,N,N,,Affordable stay $$$
1038,2460,2020-04-23,Kisumu,CBD,Villa,Private room,4701,1,153,,3.68,292,N,1,Strict ,
1039,4094,2022-07-05,Nairobi,Langata,House,Shared room,9354,three,120,2015-01-30,,30,1,N,flexible,"Quiet neighborhood, perfect for families"
1040,4044,2016-04-13,Eldoret,Langata,Condo,Hotel room,"KES 8,263",three,123,2022-11-17,4.27,170,N,Yes,strict,Luxury villa with pool & gym access
1041,4636,2021-04-29,Mombasa,Milimani,House,Private room,12153,5,149,2018-11-14,3.62,354,No,Y,Flexible,
1042,3724,2025-08-18,Eldoret,Nyali,Condo,Shared room,6690,three,267,2023-04-15,4.38,204,No,No,Strict ,Modern loft -- newly renovated
1043,1713,2017-06-11,Eldoret,Kilimani,Condo,Hotel room,15215,30,0,2025-04-28,3.55,290,True,False,super_strict_30,Spacious apartment with great view!!!
1044,4529,2020-03-19,Nairobi,Parklands,Condo,Shared room,"KES 7,181",2,160,2024-11-14,,110,0,No,strict,Affordable stay $$$
1045,1082,2022-11-05,Nairobi,Nyali,Bungalow,Private room,5178,7,243,2022-09-02,3.66,67,1,True,,Cozy place near city center
1046,2168,2017-11-15,Nairobi,Westlands,House,Shared room,"KES 15,602",,250,2021-10-23,4.32,182,N,False,Flexible,Modern loft -- newly renovated
1047,4156,2023-08-08,Nakuru,Westlands,Bungalow,Private room,"KES 18,220",5,63,2016-11-21,4.39,195,Yes,Yes,,Luxury villa with pool & gym access
1048,4149,2019-02-19,Eldoret,Westlands,Villa,Private room,3167,3,298,2024-11-21,3.54,125,0,True,flexible,Affordable stay $$$
1049,3504,2016-11-18,Kisumu,Milimani,House,Shared room,18793,1,247,2025-02-18,4.36,174,Y,True,super_strict_30,"Quiet neighborhood, perfect for families"
1050,2901,2021-10-17,Mombasa,Langata,Villa,Hotel room,9704,7,296,2015-11-04,4.76,261,N,1,strict,"Quiet neighborhood, perfect for families"
1051,3048,2021-10-23,Nakuru,Karen,Villa,Entire home/apt,6622,,114,2016-06-30,4.58,285,No,N,,Cozy place near city center
1052,1050,2025-10-22,Kisumu,Parklands,Condo,Hotel room,"KES 12,717",three,294,2025-09-06,3.7,154,Y,No,super_strict_30,
1053,1684,2023-05-22,Eldoret,Langata,House,Hotel room,17083,seven,0,,4.39,68,Yes,0,strict,Cozy place near city center
1054,1716,2023-01-21,Nairobi,Karen,Villa,Shared room,2473,30,40,2016-11-29,4.51,107,Y,Yes,strict,Spacious apartment with great view!!!
1055,4843,2016-04-14,Eldoret,Karen,Loft,Hotel room,22154,1,172,2016-04-08,2.1,34,No,No,moderate,Spacious apartment with great view!!!
1056,2469,2023-09-21,Mombasa,Langata,Villa,Hotel room,2908,1,87,2022-08-13,4.78,358,No,True,Strict ,"Quiet neighborhood, perfect for families"
1057,1448,2024-03-09,Nakuru,Parklands,Loft,Entire home/apt,"KES 11,635",1,97,2021-01-17,4.86,43,0,1,strict,Luxury villa with pool & gym access
1058,1880,2016-11-01,Nakuru,Milimani,House,Hotel room,20172,2,87,2024-08-14,4.78,142,Yes,Y,flexible,Luxury villa with pool & gym access
1059,1487,2025-10-26,Mombasa,Nyali,Bungalow,Entire home/apt,10238,1,250,,4.74,210,0,No,Flexible,Spacious apartment with great view!!!
1060,2823,2018-06-28,Kisumu,Karen,House,Shared room,15849,5,140,2018-04-17,,284,False,0,Strict ,Cozy place near city center
1061,3081,2016-03-18,Kisumu,Kilimani,Bungalow,Entire home/apt,2718,,70,2015-01-10,4.62,5,True,Yes,moderate,Affordable stay $$$
1062,4419,2021-06-28,Nakuru,Langata,Bungalow,Private room,19304,seven,136,2021-05-18,3.9,217,1,N,Strict ,
1063,3142,2015-04-16,Nakuru,Langata,House,Private room,4877,5,98,2025-05-08,4.52,26,1,False,Strict ,Luxury villa with pool & gym access
1064,4143,2025-06-01,Nairobi,Westlands,Villa,Entire home/apt,12464,5,150,2025-06-19,4.4,226,False,Yes,strict,"Quiet neighborhood, perfect for families"
1065,2574,2018-07-01,Kisumu,Nyali,Apartment,Private room,5598,30,174,2020-10-12,,283,1,No,flexible,Modern loft -- newly renovated
1066,3201,2021-06-16,Mombasa,Westlands,Villa,Shared room,20622,seven,166,2015-05-26,,55,False,False,strict,Spacious apartment with great view!!!
